,swing_pct,swing_pct_w,pair_pct
0,0.4444444444444444,0.2777777777777778,0.17901234567901234
1,0.3888888888888889,0.2638888888888889,0.16666666666666666
2,0.3888888888888889,0.2638888888888889,0.16666666666666666
3,0.3333333333333333,0.2361111111111111,0.15123456790123457
4,0.3333333333333333,0.2361111111111111,0.15123456790123457
5,0.3333333333333333,0.2361111111111111,0.15123456790123457
6,0.3888888888888889,0.2638888888888889,0.16666666666666666
7,0.3888888888888889,0.2638888888888889,0.16666666666666666
8,0.3888888888888889,0.2638888888888889,0.16666666666666666
9,0.3888888888888889,0.25,0.16358024691358025
10,0.3888888888888889,0.25,0.16358024691358025
11,0.3888888888888889,0.25,0.16358024691358025
12,0.3888888888888889,0.25,0.16358024691358025
13,0.3888888888888889,0.25,0.16358024691358025
14,0.3888888888888889,0.25,0.16358024691358025
15,0.3888888888888889,0.25,0.16358024691358025
16,0.3888888888888889,0.25,0.16358024691358025
17,0.3888888888888889,0.18055555555555555,0.12962962962962962
18,0.4444444444444444,0.19444444444444445,0.1419753086419753
19,0.4444444444444444,0.19444444444444445,0.14506172839506173
20,0.4444444444444444,0.18055555555555555,0.13580246913580246
21,0.4444444444444444,0.18055555555555555,0.13580246913580246
22,0.4444444444444444,0.19444444444444445,0.14814814814814814
23,0.4444444444444444,0.19444444444444445,0.14814814814814814
24,0.4444444444444444,0.19444444444444445,0.14814814814814814
25,0.4444444444444444,0.19444444444444445,0.14814814814814814
26,0.4444444444444444,0.19444444444444445,0.14814814814814814
27,0.4444444444444444,0.19444444444444445,0.14814814814814814
28,0.4444444444444444,0.19444444444444445,0.14814814814814814
29,0.4444444444444444,0.19444444444444445,0.14814814814814814
30,0.4444444444444444,0.19444444444444445,0.14814814814814814
31,0.3888888888888889,0.18055555555555555,0.13580246913580246
32,0.3888888888888889,0.2361111111111111,0.16049382716049382
33,0.3888888888888889,0.2361111111111111,0.16049382716049382
34,0.3888888888888889,0.2361111111111111,0.16049382716049382
35,0.3888888888888889,0.2361111111111111,0.16049382716049382
36,0.3888888888888889,0.2361111111111111,0.16049382716049382
37,0.4444444444444444,0.2638888888888889,0.18209876543209877
38,0.4444444444444444,0.2638888888888889,0.18209876543209877
39,0.4444444444444444,0.2638888888888889,0.18209876543209877
40,0.5,0.2916666666666667,0.2006172839506173
41,0.5,0.2916666666666667,0.2006172839506173
42,0.5,0.2916666666666667,0.2006172839506173
43,0.5,0.2916666666666667,0.2006172839506173
44,0.5,0.2777777777777778,0.19444444444444445
45,0.5,0.2777777777777778,0.19444444444444445
46,0.5,0.2777777777777778,0.19444444444444445
47,0.5,0.2777777777777778,0.19444444444444445
48,0.5,0.2777777777777778,0.19444444444444445
49,0.5,0.2777777777777778,0.19444444444444445
50,0.5,0.2916666666666667,0.19753086419753085
51,0.5,0.2638888888888889,0.18209876543209877
52,0.5,0.2638888888888889,0.18209876543209877
53,0.5,0.2638888888888889,0.18209876543209877
54,0.5,0.2638888888888889,0.18209876543209877
55,0.5,0.2638888888888889,0.18209876543209877
56,0.5,0.2638888888888889,0.18209876543209877
57,0.5,0.2638888888888889,0.18209876543209877
58,0.5,0.3333333333333333,0.2191358024691358
59,0.5,0.3333333333333333,0.2191358024691358
60,0.5,0.2916666666666667,0.19753086419753085
61,0.5,0.25,0.17901234567901234
62,0.4444444444444444,0.25,0.1728395061728395
63,0.4444444444444444,0.25,0.1728395061728395
64,0.3888888888888889,0.2361111111111111,0.16049382716049382
65,0.5,0.3055555555555556,0.20679012345679013
66,0.4444444444444444,0.3194444444444444,0.2037037037037037
67,0.4444444444444444,0.3194444444444444,0.2037037037037037
68,0.4444444444444444,0.3055555555555556,0.2006172839506173
69,0.4444444444444444,0.3055555555555556,0.2006172839506173
70,0.4444444444444444,0.3055555555555556,0.2006172839506173
71,0.3888888888888889,0.2777777777777778,0.1697530864197531
72,0.3888888888888889,0.2777777777777778,0.1697530864197531
73,0.3888888888888889,0.2777777777777778,0.1697530864197531
74,0.4444444444444444,0.3333333333333333,0.20679012345679013
75,0.4444444444444444,0.3333333333333333,0.20679012345679013
76,0.4444444444444444,0.3333333333333333,0.20679012345679013
77,0.4444444444444444,0.3333333333333333,0.20679012345679013
78,0.4444444444444444,0.3333333333333333,0.20679012345679013
79,0.4444444444444444,0.3333333333333333,0.20679012345679013
